-1.025362745670937414e+01,8.946056957684037414e+00
-1.832643015995551394e+01,4.990067003897281417e+00
6.759503969930496403e+00,1.019640053441760763e+01
2.659112106198224357e+00,-1.507624844751221538e+01
1.221022351341109058e+01,-8.593481223015533743e+00
8.332837183935552616e+00,-5.824965611904848739e-01
1.156984786112633667e+00,4.043207965112404878e+00
-1.759400151540078028e+01,-2.328645197073327733e+00
1.193840333728180347e+01,-1.346853135525510936e+01
7.070667617288275864e+00,2.827331584776607176e+00
2.641878507999345871e+00,-3.612841318604459229e+00
1.239234346964151889e+01,8.946952988301536180e+00
6.303490397318478600e+00,-4.456996737941925524e+00
-3.385156522902604603e+00,-1.693818742053669624e+01
1.259702131421025761e+01,1.438368978347037697e+01
2.437077937800400917e+01,5.251405236039114577e+00
-4.927804723851495261e+00,-4.584957811852746201e-01
-2.526151209186833313e+01,-4.313407540468200629e+00
-7.815289678117797401e+00,1.059059606560854050e+01
-1.859292604594534382e+01,-5.252734155827882834e-01
9.574970317805572506e+00,-1.097369982538189781e+01
-4.540110892434820578e+00,-1.272957010502325237e-01
1.081702013352987457e+01,3.061517032766711832e+00
-1.315700196324829463e+01,-2.510400456140703618e+00
-2.499302813067044049e+00,4.247073097209375980e+00
2.783925598675231594e+00,-3.515734373601284851e-02
1.925585481047186320e+01,-3.193566443514112230e+00
-1.457419264243839940e+00,1.042481367695951278e+01
-8.971786154447846329e+00,-5.858307292233442265e-01
-1.408264715962110358e+01,-1.285564288307662062e-01
